lakeville, mi;42.8214191 -83.1502144
lakeville, mn;44.650051 -93.2432791
lakewood, ca;33.786594 -118.298662
lakewood, nj;40.092024 -74.2121965
lamar, co;38.0872306 -102.6207497
lamar, ms;31.2109862 -89.5152337
lamberton, mn;44.2310677 -95.2641639
lambsburg, va;36.5854078 -80.7611817
lamesa, tx;32.7357287 -101.9550202
lamoille, nv;40.7279826 -115.4783929
lampasas, tx;31.0644039 -98.1836796
lancaster, ca;40.03813 -76.3056686
lancaster, oh;39.7136754 -82.5993294
lancaster, tx;40.03813 -76.3056686
lancaster, wi;40.03813 -76.3056686
lanconia, nh;43.66702 -71.4998
lander, wy;42.8330755 -108.7307024
landisburg, pa;40.3425843 -77.3072071
lane city, tx;29.2160836 -96.026346
lanesville, ny;42.1278673 -74.2629234
lanett, al;32.8687391 -85.1904971
langhorne, pa;40.1745538 -74.9226665
langley afb, va;37.0875142 -76.3572224
lansing, il;41.5662245 -87.5381569
lansing, mi;42.7337712 -84.5553805
lansing, nc;42.7337712 -84.5553805
lantana, fl;26.5865308 -80.052166
lapeer, mi;43.0904764 -83.2333705
lapeer, ny;42.4420167 -76.0988161
lapine, or;43.6429216 -121.5008854
laporte, co;41.6105983 -86.7225227
laporte, tx;41.6105983 -86.7225227
laramie, wy;41.311367 -105.591101
larchmont, ny;40.9278769 -73.7517983
larchwood, ia;43.453875 -96.434065
laredo, tx;27.5060991 -99.5088979
lariat, tx;34.330354 -102.9079987
larimore, nd;47.9066569 -97.6267539
larkspur, co;39.2286021 -104.8872031
larsen bay, ak;57.5392341 -153.9787613
larson bay, ak;48.889754 -102.8585114
las animas, co;37.3096626 -104.0591427
las vegas, nm;35.5939325 -105.2238969
las vegas, nv;36.1662859 -115.149225
lascassas, tn;35.9303417 -86.2911025
last chance, co;38.6562741 -106.0497153
latimer, ia;42.7623473 -93.3678801
laton, ca;36.43392 -119.6898994
latrobe, pa;40.317287 -79.3840301
lauderdale lake, fl;26.18774 -80.098432
laupahoehoe, hi;19.9839473 -155.2361468
laurel, mt;45.6691159 -108.7715328
laurie, mo;38.196429 -92.867804
laurinburg, nc;34.7740495 -79.4628248
lavonia, ga;34.4359361 -83.106818
lawrenceburg, tn;35.2423023 -87.3347389
lawrenceville, ga;41.9975863 -77.126121
lawrenceville, il;38.7292138 -87.6816927
lawton, ok;34.6086854 -98.3903305
le banon, va;36.897086 -82.103377
le compte, la;29.892068 -90.136177
le flore, ok;34.8782244 -94.6852153
le sueur, mn;44.3771652 -93.711443
leadore, id;44.680201 -113.358091
leadville, co;39.2508229 -106.2925238
league city, tx;29.5074538 -95.0949303
leavenworth, wa;47.5969138 -120.6610816
lebanon, in;40.0483744 -86.4691677
lebanon, nh;43.643032 -72.251587
lebanon, oh;39.4353373 -84.2029922
lebanon, or;44.5365467 -122.9068762
lebec, ca;34.8401975 -118.8928451
ledbetter, tx;35.9345104 -88.7292261
lee vining, ca;37.9574254 -119.1218156
lees summit, mo;38.9107156 -94.3821295
leesburg, fl;28.810823 -81.8778582
leesburg, ga;39.1154496 -77.5645446
leesburg, va;39.1154496 -77.5645446
leesville, la;31.1435194 -93.260998
leeville, la;29.2504529 -90.2108072
leggett, ca;39.8657071 -123.7141884
lehi, ar;35.1473132 -90.2925972
lehi, ut;40.3880902 -111.8491619
lehighton, pa;40.8339907 -75.7135568
lehman township, pa;41.1483768 -74.9919864
leicester, ma;42.245926 -71.9086843
lemmon valley, nv;39.6360238 -119.8432546
lemont, il;41.673642 -88.0017261
lemont, pa;40.8110455 -77.8194456
lemoore, ca;36.3006495 -119.7827122
lena, la;31.4607299 -92.7707071
lennox, sd;43.354148 -96.891995
lenoir, nc;35.9140196 -81.5389849
lenox, ia;40.8816547 -94.5619095
leominster, ma;42.5250906 -71.759794
leslie, ar;35.8303543 -92.5579397
leslie, mi;42.4514253 -84.4324695
lester, wa;47.2089192 -121.490064
letohatchee, al;32.129589 -86.4858058
levelland, tx;33.5873164 -102.37796
lewes, de;38.7745565 -75.1393498
lewiston, id;46.4165506 -117.0176569
lewiston, ny;43.172555 -79.035878
lewistown, mt;47.062473 -109.428238
lexington, ga;33.8698404 -83.111817
lexington, ky;38.0464066 -84.4970393
lexington, ms;33.1131834 -90.0531408
lexington, nc;37.7840208 -79.4428157
lexington, ne;40.78084 -99.741505
lexington, sc;33.9839001 -81.2260108
lexington, tn;35.650903 -88.3933796
lexington, va;37.7802145 -79.4438515
leyba, nm;36.3435864 -105.6122113
libby, mt;48.3882861 -115.5559988
liberal, ks;37.0430812 -100.920999
liberty hill, tx;30.6649119 -97.9225161
liberty, ky;37.3184064 -84.9393979
liberty, mo;39.246479 -94.419079
liberty, ms;32.9848511 -89.1695102
liberty, nc;35.5809374 -80.3353224
libertytown, md;39.4851016 -77.24026
ligonier, pa;40.2430966 -79.2376363
lihue, hi;21.981111 -159.371111
lihue, kauai, hi;21.981111 -159.371111
lillian, al;30.4129759 -87.4369228
lima, oh;40.742551 -84.1052256
lime village, ak;61.3221525 -155.202891
limerick, pa;40.2309343 -75.5221245
limington, me;43.7317442 -70.7108924
limon, co;39.2648545 -103.6931237
linch, wy;43.6063594 -106.1961304
lincoln, ca;38.929305 -121.327143
lincoln, il;40.1481349 -89.3636569
lincoln, ks;39.0343606 -98.2155504
lincoln, ma;42.4259283 -71.3039469
lincoln, mt;48.5891095 -115.4911526
lincoln, ne;40.8 -96.667821
lincoln, nm;33.7525727 -105.4158806
lincoln park, nj;40.9242652 -74.3020933
lincoln, ri;41.9529237 -71.4663863
lincolnville, me;44.2811892 -69.0086453
lindale, tx;32.5156971 -95.4093998
linden, mi;42.8144731 -83.7824527
linden, nj;40.6220478 -74.2445902
lindenwood, il;42.0530821 -89.0306545
lineville, al;33.3106696 -85.7544051
linneus, me;46.038923 -67.960052
lino lakes, mn;45.1602442 -93.0888324
lisbon, oh;40.7720044 -80.7681336
liscomb, ia;42.1900893 -93.0048297
liscome bay, ak;54.7025 -132.8108333
lisle, il;41.801141 -88.0747875
lissie, tx;29.55607 -96.22524
litchfield, mn;41.7442295 -73.1899615
lithia, fl;27.8651063 -82.2268749
lithia springs, ga;33.7939953 -84.6604899
little america, wy;41.5443686 -109.8581261
little falls, mn;45.9763545 -94.3625024
little heart lk, ak;64.00028 -150.00028
little river, ca;39.2707318 -123.7883473
little rock afb, ar;34.9059273 -92.13877
little rock, ar;34.7464809 -92.2895948
littlefield, az;36.8871992 -113.9296876
littlefield, tx;33.9173148 -102.3249022
littlerock, ca;34.5213675 -117.9873936
littleton, co;39.595989 -105.1048939
littleton, ma;42.5375917 -71.5120096
live oak, ca;36.9715339 -121.9847063
live oak, fl;30.2949457 -82.98402
livermore, ca;37.6820583 -121.7680531
livermore falls, me;44.4753426 -70.188114
liverpool, tx;29.2949612 -95.2788231
livingston, ca;37.358769 -120.750082
livingston, nj;40.7959335 -74.3148713
livingston, ny;42.7360902 -77.7781416
livingstone, mt;45.604112 -110.517063
lk buena vista, fl;25.8131533 -80.1917142
lk havasu city, az;32.7401234 -114.4810874
lk havasu city, ca;37.25022 -119.75126
lk in the hills, il;38.152456 -88.871504
llano, ca;34.5058282 -117.8178409
llano, tx;30.7593452 -98.6750379
lloyd, ny;41.7362044 -74.0054176
lock haven, pa;41.1369077 -77.4471641
locke, ny;42.6606263 -76.4307699
lockport, il;41.5894753 -88.057837
locust grove, ar;35.720911 -91.7384746
locust grove, ga;36.2000936 -95.1677401
lodgepole, mt;48.042362 -108.560646
lodi, ca;38.111356 -121.172415
logan, ut;41.7313447 -111.8348631
lolo pass, id;46.6352 -114.57984
lompoc, ca;34.6391501 -120.4579409
london, ky;37.1289771 -84.0832646
london, oh;39.8864493 -83.448253
lone pine, ca;36.583176 -118.0783593
lone pine, id;44.1860186 -112.9350041
lone rock, wi;43.8830311 -89.8649841
lone wolf, ok;34.9895013 -99.2495245
long beach, ca;33.7853894 -118.1580493
long boat key, fl;25.7328903 -80.2302703
long island cty, ny;40.7455316 -73.9484995
longmire, wa;46.7495408 -121.8125387
longmont, co;40.1672117 -105.1019287
longview, tx;32.5007038 -94.7404891
lonoke, ar;34.7414404 -91.862792
lonsdale, mn;44.447704 -93.425156
loogootee, in;38.6769945 -86.9141696
lopez, wa;41.4578544 -76.3335494
lorenzo, tx;41.3472536 -88.2156167
lorida, fl;27.4433705 -81.2536807
loris, sc;34.0562812 -78.8903044
los angeles, ca;34.0536834 -118.2427669
los banos, ca;37.0592253 -120.8505342
los gatos, ca;37.226611 -121.9746797
los lunas, nm;34.8142093 -106.7613067
lost creek, ky;37.4817583 -83.325178
lost creek, wv;39.1592303 -80.355698
lost hills, ca;35.632387 -119.6776569
lostant, il;41.142812 -89.0600817
louisa, va;37.9854441 -77.9486307
louisburg, nc;36.0990393 -78.301106
louisville, co;38.2542376 -85.759407
louisville, ga;38.2542376 -85.759407
louisville, ky;38.2542376 -85.759407
louisville, ms;33.1237377 -89.0550624
lovelock, nv;40.1795267 -118.4741983
lovely, pa;40.2095219 -78.6050177
lowell, id;46.1440734 -115.5956904
lower brule, sd;44.074183 -99.58023
lower lake, ca;38.89699 -122.625621
lowerlake, ca;33.9622401 -80.4096045
lowman, id;44.0835088 -115.6206632
lowmoor, va;37.79398 -79.86887
loxahatchee, fl;26.9433863 -80.1222013
loxley, al;30.6182476 -87.7530454
lubbock, tx;33.5778631 -101.8551665
lucedale, ms;30.9251869 -88.5900235
lucerne, co;40.48243 -104.70542
lucerne valley, ca;34.4436167 -116.9455239
lucile, id;45.5351658 -116.3104142
ludington, mi;43.95544 -86.452725
ludlow, pa;39.972057 -75.1462881
lugoff, sc;34.2273712 -80.6892487
lumber city, ga;40.9242266 -78.5750253
lumberton, nc;34.6183433 -79.0083993
lumberton, nj;39.9659459 -74.8051628
lummi island, wa;48.6945706 -122.6699819
lunenburg, ma;42.5945342 -71.724516
lusby, md;38.3563005 -76.4414309
luthersville, ga;33.2101205 -84.7443765
luxemburg, mn;44.5382702 -87.703936
luxora, ar;35.7561879 -89.9281419
lyburn, wv;37.8020498 -81.931233
lydia, la;29.9193716 -91.7953951
lynch, ky;36.9662044 -82.922384
lynch, ne;42.8302762 -98.4661932
lynchburg, va;37.40088 -79.1844924
lynn, in;40.055775 -84.941102
lynnwood, wa;47.8278656 -122.3053932
lyon mountain, ny;44.7036537 -73.8645877
lyons, co;41.811108 -87.8232695
lytle creek, ca;34.25917 -117.50005
lytton springs, tx;30.0046629 -97.6124989
mabie, wv;38.8764943 -79.9831294
mableton, ga;33.8188333 -84.5822632
macclenny, fl;30.2821807 -82.1220569
mack, co;34.9602968 -112.2871131
mackay, id;43.91463 -113.613355
mackinac island, mi;45.8492045 -84.6196721
macon, ga;32.804382 -83.617554
macon, mo;39.8416253 -92.5675118
macungie, pa;40.5159304 -75.5551858
madeira beach, fl;27.7980814 -82.7973247
madera, ca;37.1716264 -119.7737991
madison county, al;34.7736807 -86.5675095
madison, ct;41.2794282 -72.5983151
madison, ga;34.1307533 -83.1817407
madison heights, va;37.446375 -79.0934367
madison, in;40.1624531 -85.7260804
madison, mn;45.009685 -96.195877
madison, ms;32.4618086 -90.1153638
madison, va;38.4114615 -78.2846634
madisonville, ky;37.3280037 -87.4986989
madisonville, tn;35.5197984 -84.3635338
magan, ky;37.600329 -86.7994341
magdalena, nm;34.1169903 -107.2433729
magee, ms;31.8737712 -89.7336852
magnolia, ms;31.1432328 -90.4587081
mahew, ms;33.482811 -88.642349
mahoney creek, id;43.59018 -114.42922
maiden, nc;35.5766048 -81.2139216
makawao, hi;20.857528 -156.313477
malabar, fl;28.0036298 -80.5656089
malad city, id;42.1891925 -112.2475187
malibu, ca;34.039034 -118.707992
malinta, oh;41.3225503 -84.0380003
maljamar, nm;32.8562301 -103.7627277
malone, fl;30.9576862 -85.1621527
malone, ny;44.84881 -74.295044
malone, tx;43.8602691 -88.2814917
malta, il;41.9292207 -88.8623138
malvern, ar;34.3623149 -92.8129463
mammoth lakes, ca;37.6432525 -118.9668509
man, wv;37.7398294 -81.8776191
manassas, va;38.744947 -77.4824442
manchester, nh;42.9956397 -71.4547891
mancos, co;37.3440947 -108.2925568
mandan, nd;46.826415 -100.889704
manhattan, il;41.4225316 -87.9858863
manhattan, mt;45.855369 -111.334081
manhattan, ny;40.7900869 -73.9598295
manhattan, nyc, ny;40.7900869 -73.9598295
manila, ar;35.8800733 -90.1670393
manistee, mi;44.3308044 -86.0262043
manistique, mi;45.95779 -86.246419
manitowish watr, wi;46.114833 -89.842128
manitowoc, wi;44.0886059 -87.6575841
mankato, mn;44.1634663 -93.9993505
manlius, il;41.456424 -89.6689875
manokotak, ak;58.9813889 -159.0583333
manor, tx;30.3407629 -97.5569456
mansfield, ar;39.1500974 -80.0536915
mansfield, mo;37.1067189 -92.5807231
mansfield, nj;40.0912221 -74.7137709
mansfield, oh;40.75839 -82.5154471
mansfield, wa;41.805687 -77.0792881
manteo, nc;35.9082257 -75.6757303
manvel, tx;29.4627365 -95.357994
manville, wy;42.73001 -104.702397
manzanita, or;45.71844 -123.935135
manzanola, co;38.1094509 -103.8660658
maple lake, mn;45.229132 -94.0019227
maple, nc;36.414878 -76.0040925
maple, wi;46.5896621 -91.7207434
mapleton, me;46.6819862 -68.1628115
maquoketa, ia;42.0689088 -90.6656914
marana, az;32.4446988 -111.2157091
marana, ca;36.680918 -121.806577
marathon, fl;24.7137524 -81.0903512
marble canyon, az;36.8155432 -111.6376612
marble, co;47.320494 -93.298536
marble falls, tx;30.5781414 -98.2753857
marco, fl;25.9363356 -81.7156832
marco island, fl;25.9363356 -81.7156832
marcola, or;44.1722212 -122.8606374
marcy, ny;43.170632 -75.29171
marengo, il;42.2525476 -88.6078921
marengo, oh;40.4008945 -82.8107329
marfa, tx;30.3134964 -104.0217161
margaretville, ny;42.148699 -74.648211
maricopa, az;33.34883 -112.49123
maricopa, ca;35.058858 -119.4009509
marietta, ga;33.912473 -84.557181
marietta, ok;33.937045 -97.1166788
marietta, pa;40.0573456 -76.5531156
marina del rey, ca;33.979007 -118.457852
marine city, mi;42.719777 -82.492218
maringouin, la;30.4913049 -91.5195542
marion, ia;42.0341658 -91.5976773
marion, il;37.7306054 -88.9331256
marion, oh;40.5885271 -83.1895249
marion, tx;34.178216 -79.4006069
marion, va;36.8348383 -81.5148368
mariposa, ca;37.572907 -120.018973
markleeville, ca;38.6671855 -119.8312823
marksville, la;31.1279652 -92.0662356
marlboro, nj;40.3153877 -74.2462564
marlborough, ct;41.631488 -72.459808
marlborough, ma;42.3459271 -71.5522874
marlin, tx;31.3062874 -96.8980439
marlow, ok;34.6481318 -97.9580933
marlton, nj;39.8912248 -74.9218325
marquette, mi;46.5434914 -87.396433
marquez, nm;35.3144805 -107.3025464
marseilles, il;41.3308666 -88.7081293
marshall, ak;61.8777778 -162.0811111
marshall, va;38.8646975 -77.8580207
marshall, wa;42.0378125 -92.9915704
marshalls creek, pa;41.066664 -75.138865
marshfield, mo;37.3305711 -92.9064853
marshfield, wi;44.6688524 -90.1717987
marsing, id;43.5454359 -116.8131958
marston mills, ma;41.685285 -70.4031119
marstons mills, ma;41.6562249 -70.4161387
martha vineyard, ma;34.9581604 -80.8692174
marthasville, mo;38.6283838 -91.057645
martindale, tx;29.839448 -97.850842
martinez, ca;38.0138934 -122.1338674
martinez, ga;33.5185135 -82.0902082
martinsburg, pa;40.3111875 -78.3241796
martinsburg, wv;39.4562528 -77.9639604
martinsville, in;36.6915262 -79.8725386
marvel, co;37.092605 -108.125194
maryland hgts, mo;38.7131073 -90.4298401
marysville, ca;39.1457247 -121.5913516
marysville, oh;40.2364486 -83.3671432
marysville, wa;48.0517429 -122.1768209
mason, mi;43.9778831 -86.246291
mason, nh;42.7429947 -71.7688761
massies mill, va;37.7770844 -79.0011364
matacumbe key, fl;28.75054 -82.5001
matagorda islng, la;34.19801 -118.26102
mather, ca;38.5671956 -121.2986974
mathis, tx;28.0942916 -97.8274111
mattapan, ma;42.2807385 -71.0902835
mattapoisett, ma;41.658438 -70.8161468
mattituck, ny;40.9912115 -72.5342547
maui, hi;20.8029568 -156.3106833
maunaloa, hi;21.133824 -157.212296
max, ne;47.614674 -94.067997
maxie, la;30.3252026 -92.4079103
maxwell, ca;39.27628 -122.19137
may creek, ak;61.3556141 -142.699576
mayer, mn;35.2619964 -101.7382372
mayersville, ms;32.9020717 -91.0512171
mayfield, ky;36.7413624 -88.6352595
mayfield, ut;39.1141292 -111.7107536
mayflower, ar;34.9570325 -92.4273785
mayhill, nm;32.8895419 -105.4780381
maylene, al;33.2034492 -86.861656
maynardville, tn;36.2506364 -83.7974099
mayville, ny;42.253947 -79.504491
mayville, wi;43.4942003 -88.5448278
mc arthur, oh;36.5629642 -83.6681143
mc cordsville, in;40.320855 -85.785642
mc henry, il;39.94044 -90.21317
mcalester, ok;34.9334981 -95.7697934
mcallen, tx;26.2043691 -98.230082
mccall, id;44.911006 -116.0987364
mccalla, al;33.3062319 -87.0241656
mccarthy, ak;61.461135 -142.7482476
mccomb, ms;31.2437872 -90.4531536
mccook, ne;40.197511 -100.6255638
mccrory, ar;35.2561979 -91.2001246
mccutchanville, in;38.0642094 -87.5244602
mcdonald, tn;36.3917623 -82.9790523
mcgehee, ar;33.6289986 -91.3995641
mcgrath, ak;62.9563889 -155.5958333
mchenry, md;39.5584217 -79.3528174
mcintosh, sd;45.92139 -101.3495764
mckenzie bridge, or;44.1748237 -122.1633143
mckinley park, ak;41.8316997 -87.6736638
mckinleyville, ca;40.94652 -124.10062
mckinney, tx;33.1976496 -96.6154471
mckittrick, ca;35.295416 -119.6296286
mclean, tx;38.9342888 -77.1776327
mcmechen, wv;39.9881293 -80.7314718
mead, wa;47.7673923 -117.354939
meade, ks;37.2091116 -100.396302
meadow lake, nm;35.7487627 -105.9263685
meadow vista, ca;39.0016485 -121.0356754
meadows of dan, va;36.700218 -80.353031
meadview, az;36.0022091 -114.0682936
meadville, pa;41.641445 -80.151449
mechanicsville, va;40.692223 -76.1816455
medford, mn;42.3264181 -122.8718605
medford, nj;39.9009472 -74.8234961
medford, or;42.3264181 -122.8718605
mediapolis, ia;41.008076 -91.1633978
medicine lodge, ks;37.2811339 -98.580361
medina, oh;41.1000764 -81.9382517
medina, tx;29.2836281 -99.1126826
medora, nd;38.8250535 -86.1699827
meeker, co;45.1183643 -94.5175345
meiners oaks, ca;34.450624 -119.2725926
mekoryuk, ak;60.3880556 -166.185
melbourne, fl;28.0836269 -80.6081089
melozi hot spgs, ak;64.00028 -150.00028
melrose, fl;29.7094116 -82.0498207
melstone, mt;46.599054 -107.8694908
melville, ny;40.7934322 -73.4151214
memphis, mo;40.4578119 -92.1712924
memphis, tn;35.1490215 -90.0516285
mena, ar;34.503699 -94.194756
mendota, ca;36.7535486 -120.3815579
menominee falls, wi;44.8933146 -88.6539932
mer rouge, la;32.7751348 -91.7926256
merced, ca;37.3029568 -120.4843269
mercer island, wa;47.5766324 -122.2276378
mercury, nv;36.6605105 -115.9944747
meridan, ms;34.928763 -89.246719
meriden, ct;41.5381535 -72.8070435
meridian, ms;32.3643098 -88.703656
meridianville, al;34.8703256 -86.5713612
merion, pa;39.9975379 -75.2516078
merom, in;39.0564308 -87.5675234
merrill pass, ak;61.1840308 -149.9363682
merrill, wi;45.180522 -89.683459
merrillville, in;41.4828144 -87.3328139
merrimac, wi;43.3733198 -89.6234552
merritt island, fl;28.2662775 -80.6636984
mesa, az;33.436188 -111.5860662
mescalero, nm;33.1574422 -105.774244
mesquite, nv;36.8038349 -114.0681915
mesquite, tx;32.7666103 -96.599472
methuen, ma;42.7262016 -71.1908924
metropolis, il;37.1511655 -88.7319979
mexia, tx;31.307819 -96.6297873
meyers, ca;38.85602 -120.01296
miami, fl;25.7742658 -80.1936589
miami lakes, fl;25.9116212 -80.3212748
miami, mo;39.3214125 -93.2279823
miamisburg, oh;39.6428362 -84.2866083
midas, nv;41.24413 -116.7969121
middle river, md;39.3342745 -76.4394057
middleborough, ma;41.8931576 -70.9111517
middlebourne, wv;39.4922999 -80.9037181
middleburg, fl;30.0557025 -81.9036374
middlebury, ct;41.5278742 -73.1276107
middlefield, oh;41.461999 -81.073708
middlesboro, ky;36.6084155 -83.7165824
middleton, id;43.7068282 -116.6201357
middleton, wi;43.0962919 -89.5119565
middletown, ca;41.5623209 -72.6506488
middletown, ct;41.5623209 -72.6506488
middletown, in;40.0572668 -85.537197
middletown, ny;41.44634 -74.4209177
middletown, oh;39.5150576 -84.3982763
middletown, pa;40.1997955 -76.7310903
middletown, ri;41.5456578 -71.2914388
middleville, mi;42.7130889 -85.4619599
midland, ar;35.09315 -94.35327
midland, tx;43.6155825 -84.2472117
midland, va;38.5995665 -77.7244362
midlothian, tx;41.6253116 -87.7175491
midvale, id;44.4712737 -116.7346066
midway, ar;36.37792 -92.474246
midway, tx;33.0892933 -94.5821462
milan, nh;44.56532 -71.218672
milan, nm;35.1697175 -107.8908919
milcreek canyon, ut;40.7003665 -111.8277782
miles city, mt;46.4085273 -105.840981
milford, mi;42.5936428 -83.5993856
milford, pa;41.322316 -74.8023882
milford, ut;38.3969108 -113.0107892
mill creek, pa;40.5544791 -75.9809617
millhaven, ga;32.9337697 -81.649555
milliken, co;40.3294268 -104.85525
millington, tn;35.3414745 -89.8973084
millinocket, me;45.657728 -68.709869
millstadt, il;38.4614404 -90.0917755
millstone twsp, nj;40.624029 -74.781555
milltown, wi;45.5260681 -92.5085348
millville, nj;39.4020593 -75.0393368
milner, co;33.4023351 -85.543844
milpitis, ca;37.432215 -121.899642
milroy, pa;40.7140863 -77.5896576
milton freewtr., or;44.807448 -118.416434
milton, ks;30.6324149 -87.0396881
miltona, mn;46.0441295 -95.2914238
miltonfreewater, or;45.93263 -118.38774
milwaukee, nc;43.0349931 -87.922497
milwaukee, wi;43.0349931 -87.922497
mimbres, nm;31.8006564 -107.7544701
minco, ok;35.3128371 -97.9444913
minden, nv;38.9542487 -119.7656174
mineral point, wi;42.8615791 -90.1842252
mineral springs, fl;30.8326871 -87.2958082
mineral, va;40.1735335 -116.1867374
mineral wells, tx;32.8084605 -98.1128223
minersville, ut;40.6906451 -76.2621697
minford, oh;38.8589637 -82.8621156
minneola, fl;28.5744441 -81.7461873
minonk, il;40.9044778 -89.0345224
minot, nd;48.23251 -101.296273
minto, ak;65.15041 -149.34971
mintonville, ky;37.1772969 -84.8107809
mio, mi;44.652236 -84.129728
miramar, ca;32.8936581 -117.1183661
miramar, fl;25.9759115 -80.3347213
missing acft, ak;64.00028 -150.00028
missing acft, ca;37.25022 -119.75126
missing acft, ms;32.75041 -89.75036
missing acft, ny;43.00035 -75.4999
missing, ak;64.00028 -150.00028
missing, fl;28.02854 -82.739128
missing, wa;40.481527 -77.804552
mission, sd;43.305837 -100.658194
missoula, mt;46.8700801 -113.9952796
missouri city, mo;39.2408369 -94.2880031
missouri valley, ia;41.556381 -95.8877881
mitchell, or;44.5667352 -120.1540437
mitchell, sd;43.70953 -98.025379
moab, ut;38.5738096 -109.5462146
mobile, al;30.6943566 -88.0430541
mocksville, nc;35.8940236 -80.5617846
modesto, ca;37.6390972 -120.9968782
mohave valley, az;35.0527235 -114.571653
mohawk, ny;42.7606415 -73.6991651
mohawk, tn;36.2009308 -83.0526603
mojave, ca;35.0524699 -118.1739645
mokane, mo;38.6750418 -91.874345
mokuleia, hi;21.577131 -158.1496203
molalla, or;45.1473445 -122.5770322
molino, fl;30.7240791 -87.3141422
molokai, hi;21.1344895 -157.0071539
monahans, tx;31.5886066 -102.8869847
monarch, mt;47.0982951 -110.8385547
moncks corner, sc;33.1960027 -80.0131374
monitor, wa;47.486853 -120.4192756
monkton, vt;44.2338247 -73.1354456
monoghan, pa;40.27245 -76.90567
monongahela, pa;40.2031265 -79.9261603
monroe center, il;42.0983583 -89.000655
monroe, ga;33.0142344 -83.9044159
monroe, la;32.5093109 -92.1193012
monroe, mi;41.9145037 -83.3968252
monroe, nc;34.9854275 -80.5495112
monroe, wa;47.862745 -121.987547
monroe, wi;43.9416755 -90.6397264
monrovia, ca;34.1528 -118.000482
mont belvieu, tx;29.8477222 -94.890758
montague, ca;41.757491 -122.196783
montague island, ak;60.0719573 -147.4004419
montague, nj;41.3031498 -74.7934993
montague, tx;33.6648852 -97.7204561
montauk, ny;41.0359353 -71.9545146
monte vista, co;39.1865648 -120.8327162
monteagle, tn;35.2400807 -85.8396979
montello, nv;41.2614717 -114.1941804
monterey, ca;36.57485 -121.840727
monterey park, ca;34.051522 -118.129807
monteverde, fl;26.4384402 -80.1545904
montezuma crk, ut;37.308081 -109.2938194
montezuma, ga;37.3476546 -108.6260849
montgomery, al;32.3669656 -86.3006485
montgomery, ny;42.8941269 -74.4099745
monticello, in;40.7453169 -86.7647343
monticello, ut;37.8750565 -109.3403148
montmorenci, in;33.5274077 -81.6343404
montoursville, pa;41.2552213 -76.9128928
montrose, co;38.4781927 -107.8762771
montville, ct;41.4649811 -72.1538184
monument, co;39.086393 -104.807666
monument valley, ut;37.13972 -110.20735
moore haven, fl;26.8331174 -81.0931234
moorestown, nj;39.9670569 -74.9426677
moorhead, mn;46.8739081 -96.7538674
mooringsport, la;32.6876455 -93.961015
moorpark, ca;34.285558 -118.8820414
moose creek, ak;64.8516923 -148.0705083
moose creek, id;45.6724072 -113.9531611
moose lake, mn;46.45139 -92.76667
moose, wy;43.6557657 -110.7182647
moraga, ca;37.834897 -122.12883
moran, wy;43.8416135 -110.5077093
moreland, ga;41.1892498 -76.6521768
moreland, id;43.2226924 -112.4424805
morenci, mi;41.7195109 -84.2173964
moreno valley, ca;33.937517 -117.2305944
morgan city, la;29.6993748 -91.20677
morgan hill, ca;37.130238 -121.681557
morgan, ut;41.0784068 -111.6509149
morganton, nc;35.7454376 -81.6870994
morgantown, nc;39.6296809 -79.9559437
morgantown, wv;39.6296809 -79.9559437
morganville, nj;40.3410515 -74.2970515
moriarty, nm;34.9900503 -106.0491893
moriches, ny;40.807321 -72.8212131
morman lake, az;35.0679365 -110.691625
morris, il;41.357254 -88.4211785
morris, mn;41.357254 -88.4211785
morrison, tn;35.602851 -85.9197071
morrisonville, ny;44.6930981 -73.5620818
morriston, fl;29.281638 -82.4378804
morristown, nj;40.7970384 -74.4809492
morrisville, nc;35.824341 -78.8300321
morrisville, ny;42.8986566 -75.6402204
morton, tx;40.6127349 -89.459323
mosca, co;37.631025 -105.773133
moscow, ar;34.143566 -91.775854
moscow, id;46.7323875 -117.0001651
moses lake, wa;47.1301417 -119.2780771
mosheim, tn;36.1895439 -82.9584902
mosinee, wi;44.7927298 -89.7035959
mosquero, nm;35.7770244 -103.9566115
moultonboro, nh;35.994629 -78.486938
moultrie, ga;39.6391442 -88.6087498
mound city, ks;37.0853292 -89.1625731
mound house, nv;40.9293684 -114.9933784
moundsville, wv;39.9203526 -80.7431407
mount airy, nc;36.4993297 -80.6071609
mount baldy, ca;34.236117 -117.660055
mount carmel, il;38.4108801 -87.7614174
mount clemens, mi;42.5972563 -82.8779754
mount haleakala, hi;20.7100942 -156.2530817
mount holly, nj;39.9928898 -74.7876624
mount ida, ar;34.4956532 -93.6410249
mount pleasant, md;38.7862267 -76.0677192
mount pleasant, mi;43.597646 -84.7668495
mount pleasant, sc;32.7940651 -79.8625851
mount pocono, pa;41.1220987 -75.3646997
mount shasta, ca;41.4091897 -122.1949533
mount vernon, il;38.3172715 -88.9031201
mount vernon, sd;43.710542 -98.260359
mount vernon, tx;48.4200462 -122.32642
mount vernon, wa;48.4200462 -122.32642
mount wilson, ca;33.786594 -118.298662
mountain grove, mo;37.1306078 -92.2634942
mountain home, id;43.1329504 -115.6911975
mountain pass, ca;35.4702601 -115.5449975
mountain view, mo;33.3401005 -104.5233017
mountaindale, or;45.6248366 -123.038996
