Year|Sex|Category|Name|Birthdate|BirthPlace|County|BirthPlaceNow|Coords
1975|M|literature|Eugenio Montale|12 October 1896|Genoa|Italy|Genoa, Italy|44.4056499,8.946256
1975|M|medicine|David Baltimore|1938/03/07|New York NY|USA|New York NY, USA|44.4056499,8.946256
1975|M|medicine|Howard Martin Temin|10-Dec-34|Philadelphia PA|USA|Philadelphia PA, USA|39.9525839,-75.1652215
1975|M|medicine|Renato Dulbecco|22-Feb-14|Catanzaro|Italy|Catanzaro, Italy|38.9097919,16.5876516
1975|M|peace|Andrei Dmitrievich Sakharov|21-May-21|Moscow|Russia|Moscow, Russia|38.9097919,16.5876516
1975|M|physics|Aage Niels Bohr|19-Jun-22|Copenhagen|Denmark|Copenhagen, Denmark|38.9097919,16.5876516
1975|M|physics|Ben Roy Mottelson|9-Jul-26|Chicago IL|USA|Chicago IL, USA|38.9097919,16.5876516
1975|M|physics|Leo James Rainwater|9-Dec-17|Council ID|USA|Council ID, USA|44.7298876,-116.4381985
1976|M|chemistry|William N. Lipscomb|9-Dec-19|Cleveland OH|USA|Cleveland OH, USA|44.7298876,-116.4381985
1976|M|economics|Milton Friedman|31-Jul-12|Brooklyn NY|USA|Brooklyn NY, USA|44.7298876,-116.4381985
1976|M|literature|Saul Bellow|10-Jun-15|Montreal|Canada|Montreal, Canada|45.5016889,-73.567256
1976|M|medicine|Baruch S. Blumberg|28-Jul-25|New York NY|USA|New York NY, USA|45.5016889,-73.567256
1976|M|medicine|D. Carleton Gajdusek|9-Sep-23|Yonkers NY|USA|Yonkers NY, USA|45.5016889,-73.567256
1976|F|peace|Betty Williams|22-May-43|Belfast|Northern Ireland|Belfast, Northern Ireland|54.597285,-5.93012
1976|F|peace|Mairead Corrigan|27-Jan-44|Belfast|Northern Ireland|Belfast, Northern Ireland|54.597285,-5.93012
1976|M|physics|Burton Richter|1931/03/22|Brooklyn NY|USA|Brooklyn NY, USA|54.597285,-5.93012
1976|M|physics|Samuel Chao Chung Ting|27-Jan-36|Ann Arbor MI|USA|Ann Arbor MI, USA|54.597285,-5.93012
1977|M|chemistry|Ilya Prigogine|25-Jan-17|Moscow|Russia|Moscow, Russia|54.597285,-5.93012
1977|M|economics|Bertil Ohlin|23 April 1899|Klippan|Sweden|Klippan, Sweden|56.1348998,13.1290409
1977|M|economics|James E. Meade|23-Jun-07|Swanage|United Kingdom|Swanage, United Kingdom|50.608277,-1.960769
1977|M|literature|Vicente Aleixandre|26 April 1898|Sevilla|Spain|Sevilla, Spain|37.3890924,-5.9844589
1977|M|medicine|Andrew V. Schally|30-Nov-26|Wilno|Poland|Vilnius, Lithuania|54.6871555,25.2796514
1977|M|medicine|Roger Guillemin|11-Jan-24|Dijon|France|Dijon, France|47.322047,5.04148
1977|F|medicine|Rosalyn Yalow|19-Jul-21|New York NY|USA|New York NY, USA|47.322047,5.04148
1977|NA|peace|Amnesty International|1961 in London||United Kingdom|, United Kingdom|47.322047,5.04148
1977|M|physics|John Hasbrouck van Vleck|13 March 1899|Middletown CT|USA|Middletown CT, USA|41.5623209,-72.6506488
1977|M|physics|Philip Warren Anderson|13-Dec-23|Indianapolis IN|USA|Indianapolis IN, USA|39.768403,-86.158068
1977|M|physics|Sir Nevill Francis Mott|30-Sep-05|Leeds|United Kingdom|Leeds, United Kingdom|53.8007554,-1.5490774
1978|M|chemistry|Peter D. Mitchell|29-Sep-20|Mitcham|United Kingdom|Mitcham, United Kingdom|51.402869,-0.166709
1978|M|economics|Herbert A. Simon|15-Jun-16|Milwaukee WI|USA|Milwaukee WI, USA|43.0389025,-87.9064736
1978|M|literature|Isaac Bashevis Singer|14-Jul-04|Leoncin|Russian Empire|Leoncin, Poland|52.3937748,20.5341061
1978|M|medicine|Daniel Nathans|30-Oct-28|Wilmington DE|USA|Wilmington DE, USA|39.7390721,-75.5397878
1978|M|medicine|Hamilton O. Smith|23-Aug-31|New York NY|USA|New York NY, USA|39.7390721,-75.5397878
1978|M|medicine|Werner Arber|3-Jun-29|Gränichen|Switzerland|Gränichen, Switzerland|47.3621015,8.0980292
1978|M|peace|Menachem Begin|16-Aug-13|Brest Litovsk|Russian Empire|Brest Litovsk, Belarus|52.0976214,23.7340503
1978|M|peace|Mohamed Anwar al-Sadat|25-Dec-18|Mit Abu al-Kawm|Egypt|Mit Abu al-Kawm, Egypt|30.6362958,30.91351
1978|M|physics|Arno Allan Penzias|26-Apr-33|Munich|Germany|Munich, Germany|30.6362958,30.91351
1978|M|physics|Pyotr Leonidovich Kapitsa|9 July 1894|Kronshtadt|Russian Empire|Kronshtadt, Russian Empire|NOK[ZERO_RESULTS]
1978|M|physics|Robert Woodrow Wilson|10-Jan-36|Houston TX|USA|Houston TX, USA|29.7604267,-95.3698028
1979|M|chemistry|Georg Wittig|16 June 1897|Berlin|Germany|Berlin, Germany|29.7604267,-95.3698028
1979|M|chemistry|Herbert C. Brown|22-May-12|London|United Kingdom|London, United Kingdom|29.7604267,-95.3698028
1979|M|economics|Sir Arthur Lewis|23-Jan-15|Castries|British West Indies|Castries, Saint Lucia|14.0101094,-60.9874687
1979|M|economics|Theodore W. Schultz|30-Apr-02|Arlington SD|USA|Arlington SD, USA|44.3644133,-97.1331212
1979|M|literature|Odysseus Elytis|2-Nov-11|Iráklion|Crete|Iráklion, Greece|35.3387352,25.1442126
1979|M|medicine|Allan M. Cormack|23-Feb-24|Johannesburg|South Africa|Johannesburg, South Africa|-26.2041028,28.0473051
1979|M|medicine|Godfrey N. Hounsfield|28-Aug-19|Newark|United Kingdom|Newark, United Kingdom|53.0700391,-0.80657
1979|F|peace|Mother Teresa|26-Aug-10|Uskup|Ottoman Empire|Skopje, Republic of Macedonia|41.9973462,21.4279956
1979|M|physics|Abdus Salam|29-Jan-26|Jhang |India|Jhang, Pakistan|31.2780683,72.3316761
1979|M|physics|Sheldon Lee Glashow|5-Dec-32|New York NY|USA|New York NY, USA|31.2780683,72.3316761
1979|M|physics|Steven Weinberg|3-May-33|New York NY|USA|New York NY, USA|31.2780683,72.3316761
1980|M|chemistry|Frederick Sanger|13-Aug-18|Rendcombe|United Kingdom|Rendcombe, United Kingdom|31.2780683,72.3316761
1980|M|chemistry|Paul Berg|30-Jun-26|New York NY|USA|New York NY, USA|31.2780683,72.3316761
1980|M|chemistry|Walter Gilbert|1932/03/21|Boston MA|USA|Boston MA, USA|31.2780683,72.3316761
1980|M|economics|Lawrence R. Klein|14-Sep-20|Omaha NE|USA|Omaha NE, USA|41.2565369,-95.9345034
1980|M|literature|Czeslaw Milosz|30-Jun-11|Šateiniai|Russian Empire|Šateiniai, Lithuania|55.3950409,24.034183
1980|M|medicine|Baruj Benacerraf|29-Oct-20|Caracas|Venezuela|Caracas, Venezuela|10.4805937,-66.9036063
1980|M|medicine|George D. Snell|19-Dec-03|Bradford MA|USA|Bradford MA, USA|42.7695348,-71.0758905
1980|M|medicine|Jean Dausset|19-Oct-16|Toulouse|France|Toulouse, France|43.604652,1.444209
1980|M|peace|Adolfo Pérez Esquivel|26-Nov-31|Buenos Aires|Argentina|Buenos Aires, Argentina|43.604652,1.444209
1980|M|physics|James Watson Cronin|29-Sep-31|Chicago IL|USA|Chicago IL, USA|43.604652,1.444209
1980|M|physics|Val Logsdon Fitch|2023/03/10|Merriman NE|USA|Merriman NE, USA|42.9197225,-101.7007033
1981|M|chemistry|Kenichi Fukui|4-Oct-18|Nara|Japan|Nara, Japan|34.6850869,135.8050002
1981|M|chemistry|Roald Hoffmann|18-Jul-37|Zloczov|Poland|Zloczov, Poland|51.4171963,18.6035594
1981|M|economics|James Tobin|2018/03/05|Champaign IL|USA|Champaign IL, USA|40.1164204,-88.2433829
1981|M|literature|Elias Canetti|25-Jul-05|Ruse|Bulgaria|Ruse, Bulgaria|43.8355713,25.9656554
1981|M|medicine|David H. Hubel|27-Feb-26|Windsor ON|Canada|Windsor ON, Canada|42.3149367,-83.0363633
1981|M|medicine|Roger W. Sperry|20-Aug-13|Hartford CT|USA|Hartford CT, USA|41.7658043,-72.6733723
1981|M|medicine|Torsten N. Wiesel|3-Jun-24|Uppsala|Sweden|Uppsala, Sweden|59.8585638,17.6389267
1981|NA|peace|Office of the United Nations High Commissioner for Refugees (UNHCR)|1951 in Geneva||Switzerland|, Switzerland|59.8585638,17.6389267
1981|M|physics|Arthur Leonard Schawlow|5-May-21|Mount Verno NY|USA|Mount Verno NY, USA|40.9125992,-73.8370786
1981|M|physics|Kai M. Siegbahn|20-Apr-18|Lund|Sweden|Lund, Sweden|40.9125992,-73.8370786
1981|M|physics|Nicolaas Bloembergen|2020/03/11|Dordrecht|the Netherlands|Dordrecht, the Netherlands|51.8132979,4.6900929
1982|M|chemistry|Aaron Klug|11-Aug-26|Zelvas|Lithuania|Zelvas, Lithuania|55.2186369,25.1004961
1982|M|economics|George J. Stigler|17-Jan-11|Renton WA|USA|Renton WA, USA|47.4828776,-122.2170661
1982|M|literature|Gabriel García Márquez|2028/03/06|Aracataca|Colombia|Aracataca, Colombia|10.591925,-74.186103
1982|M|medicine|Bengt I. Samuelsson|21-May-34|Halmstad|Sweden|Halmstad, Sweden|56.6743748,12.8577885
1982|M|medicine|John R. Vane|2027/03/29|Tardebigg|United Kingdom|Tardebigg, United Kingdom|52.3226928,-2.0068986
1982|M|medicine|Sune K. Bergström|10-Jan-16|Stockholm|Sweden|Stockholm, Sweden|52.3226928,-2.0068986
1982|M|peace|Alfonso García Robles|2011/03/20|Zamora|Mexico|Zamora, Mexico|19.9901766,-102.2834075
1982|F|peace|Alva Myrdal|31-Jan-02|Uppsala|Sweden|Uppsala, Sweden|19.9901766,-102.2834075
1982|M|physics|Kenneth G. Wilson|8-Jun-36|Waltham MA|USA|Waltham MA, USA|42.3764852,-71.2356113
1983|M|chemistry|Henry Taube|30-Nov-15|Neudorf|Canada|Neudorf, Canada|50.7131318,-103.0121315
1983|M|economics|Gerard Debreu|4-Jul-21|Calais|France|Calais, France|50.95129,1.858686
1983|M|literature|William Golding|19-Sep-11|St. Columb Minor|United Kingdom|St. Columb Minor, United Kingdom|50.417808,-5.045908
1983|F|medicine|Barbara McClintock|16-Jun-02|Hartford CT|USA|Hartford CT, USA|50.417808,-5.045908
1983|M|peace|Lech Walesa|29-Sep-43|Popowo|Poland|Popowo, Poland|52.6870511,19.4243781
1983|M|physics|Subramanyan Chandrasekhar|19-Oct-10|Lahore|India|Lahore, Pakistan|31.5203696,74.3587473
1983|M|physics|William Alfred Fowler|9-Aug-11|Pittsburgh PA|USA|Pittsburgh PA, USA|31.5203696,74.3587473
1984|M|chemistry|Robert Bruce Merrifield|15-Jul-21|Fort Worth TX|USA|Fort Worth TX, USA|32.7554883,-97.3307658
1984|M|economics|Richard Stone|30-Aug-13|London|United Kingdom|London, United Kingdom|32.7554883,-97.3307658
1984|M|literature|Jaroslav Seifert|23-Sep-01|Prague|Austria-Hungary|Prague, Czech Republic|32.7554883,-97.3307658
1984|M|medicine|César Milstein|8-Oct-27|Bahia Blanca|Argentina|Bahia Blanca, Argentina|-38.7183177,-62.2663478
1984|M|medicine|Georges J.F. Köhler|17-Apr-46|Munich|Germany|Munich, Germany|-38.7183177,-62.2663478
1984|M|medicine|Niels K. Jerne|23-Dec-11|London|United Kingdom|London, United Kingdom|-38.7183177,-62.2663478
1984|M|peace|Desmond Mpilo Tutu|7-Oct-31|Klerksdorp|South Africa|Klerksdorp, South Africa|-26.8598225,26.6317514
1984|M|physics|Carlo Rubbia|1934/03/31|Gorizia|Italy|Gorizia, Italy|45.9401812,13.6201754
1984|M|physics|Simon van der Meer|24-Nov-25|the Hague|the Netherlands|the Hague, the Netherlands|45.9401812,13.6201754
1985|M|chemistry|Herbert A. Hauptman|14-Feb-17|New York NY|USA|New York NY, USA|45.9401812,13.6201754
1985|M|chemistry|Jerome Karle|18-Jun-18|New York NY|USA|New York NY, USA|45.9401812,13.6201754
1985|M|economics|Franco Modigliani|18-Jun-18|Rome|Italy|Rome, Italy|45.9401812,13.6201754
1985|M|literature|Claude Simon|10-Oct-13|Tananarive|Madagascar|Antananarivo, Madagascar|-18.8791902,47.5079055
1985|M|medicine|Joseph L. Goldstein|18-Apr-40|Sumter SC|USA|Sumter SC, USA|33.9204354,-80.3414693
1985|M|medicine|Michael S. Brown|13-Apr-41|New York NY|USA|New York NY, USA|33.9204354,-80.3414693
1985|NA|peace|International Physicians for the Prevention of Nuclear War|1980 in Boston|MA|USA|MA, USA|42.4072107,-71.3824374
1985|M|physics|Klaus von Klitzing|28-Jun-43|Schroda|German-occupied Poland|Schroda, German-occupied Poland|NOK[ZERO_RESULTS]
1986|M|chemistry|Dudley R. Herschbach|18-Jun-32|San José CA|USA|San José CA, USA|37.3382082,-121.8863286
1986|M|chemistry|John C. Polanyi|23-Jan-29|Berlin|Germany|Berlin, Germany|37.3382082,-121.8863286
1986|M|chemistry|Yuan T. Lee|19-Nov-36|Hsinchu|Taiwan|Hsinchu, Taiwan|24.8138287,120.9674798
1986|M|economics|James M. Buchanan Jr.|3-Oct-19|Murfreesboro TN|USA|Murfreesboro TN, USA|35.8456213,-86.39027
1986|M|literature|Wole Soyinka|13-Jul-34|Abeokuta|Nigeria|Abeokuta, Nigeria|7.147502,3.3619356
1986|F|medicine|Rita Levi-Montalcini|22-Apr-09|Turin|Italy|Turin, Italy|45.070312,7.6868565
1986|M|medicine|Stanley Cohen|17-Nov-22|Brooklyn NY|USA|Brooklyn NY, USA|45.070312,7.6868565
1986|M|peace|Elie Wiesel|30-Sep-28|Sighet|Romania|Sighet, Romania|47.927707,23.8976506
1986|M|physics|Ernst Ruska|25-Dec-06|Heidelberg|Germany|Heidelberg, Germany|49.3987524,8.6724335
1986|M|physics|Gerd Binnig|20-Jul-47|Frankfurt-on-the-Main|West Germany|Frankfurt-on-the-Main, West Germany|50.1109221,8.6821267
1986|M|physics|Heinrich Rohrer|6-Jun-33|Buchs|Switzerland|Buchs, Switzerland|47.1655403,9.4708594
1987|M|chemistry|Charles J. Pedersen|3-Oct-04|Pusan|Korea|Pusan, Korea|35.1795543,129.0756416
1987|M|chemistry|Donald J. Cram|22-Apr-19|Chester VT|USA|Chester VT, USA|43.2628476,-72.5951082
1987|M|chemistry|Jean-Marie Lehn|30-Sep-39|Rosheim|France|Rosheim, France|48.496665,7.470529
1987|M|economics|Robert M. Solow|23-Aug-24|Brooklyn NY|USA|Brooklyn NY, USA|48.496665,7.470529
1987|M|literature|Joseph Brodsky|24-May-40|Leningrad|USSR|Saint Petersburg, Russia|59.9342802,30.3350986
1987|M|medicine|Susumu Tonegawa|6-Sep-39|Nagoya|Japan|Nagoya, Japan|35.1814464,136.906398
1987|M|peace|Oscar Arias Sánchez|13-Sep-41|Heredia|Costa Rica|Heredia, Costa Rica|9.9981413,-84.1197643
1987|M|physics|J. Georg Bednorz|16-May-50|Neuenkirchen|West Germany|Neuenkirchen, West Germany|52.2394623,7.3714554
1987|M|physics|K. Alexander Müller|20-Apr-27|Basel|Switzerland|Basel, Switzerland|47.5595986,7.5885761
1988|M|chemistry|Hartmut Michel|18-Jul-48|Ludwigsburg|West Germany|Ludwigsburg, West Germany|48.8940624,9.195464
1988|M|chemistry|Johann Deisenhofer|30-Sep-43|Zusamaltheim|Germany|Zusamaltheim, Germany|48.5313776,10.6360613
1988|M|chemistry|Robert Huber|20-Feb-37|Munich|Germany|Munich, Germany|48.5313776,10.6360613
1988|M|economics|Maurice Allais|31-May-11|Paris|France|Paris, France|48.5313776,10.6360613
1988|M|literature|Naguib Mahfouz|11-Dec-11|Cairo|Egypt|Cairo, Egypt|48.5313776,10.6360613
1988|M|medicine|George H. Hitchings|18-Apr-05|Hoquiam WA|USA|Hoquiam WA, USA|46.9809247,-123.8893348
1988|F|medicine|Gertrude B. Elion|23-Jan-18|New York NY|USA|New York NY, USA|46.9809247,-123.8893348
1988|M|medicine|Sir James W. Black|14-Jun-24|Uddingston|Scotland|Uddingston, Scotland|55.815735,-4.0791271
1988|NA|peace|United Nations Peacekeeping Forces|1948 in New York|NY|USA|NY, USA|55.815735,-4.0791271
1988|M|physics|Jack Steinberger|25-May-21|Bad Kissingen|Germany|Bad Kissingen, Germany|50.2007337,10.080392
1988|M|physics|Leon M. Lederman|15-Jul-22|New York NY|USA|New York NY, USA|50.2007337,10.080392
1988|M|physics|Melvin Schwartz|2-Nov-32|New York NY|USA|New York NY, USA|50.2007337,10.080392
1989|M|chemistry|Sidney Altman|7-May-39|Montreal|Canada|Montreal, Canada|50.2007337,10.080392
1989|M|chemistry|Thomas R. Cech|8-Dec-47|Chicago IL|USA|Chicago IL, USA|50.2007337,10.080392
1989|M|economics|Trygve Haavelmo|13-Dec-11|Skedsmo|Norway|Skedsmo, Norway|59.9929184,11.0421988
1989|M|literature|Camilo José Cela|11-May-16|Iria Flavia|Spain|Iria Flavia, Spain|42.7459331,-8.6555896
1989|M|medicine|Harold E. Varmus|18-Dec-39|Oceanside NY|USA|Oceanside NY, USA|40.6387141,-73.6401296
1989|M|medicine|J. Michael Bishop|22-Feb-36|York PA|USA|York PA, USA|39.9625984,-76.727745
1989|M|peace|The 14th Dalai Lama (Tenzin Gyatso)|6-Jul-35|Taktser|Tibet|Taktser, Tibet|36.377869,101.8655392
1989|M|physics|Hans G. Dehmelt|9-Sep-22|Görlitz|Germany|Görlitz, Germany|51.1506269,14.968707
1989|M|physics|Norman F. Ramsey|27-Aug-15|Washington DC|USA|Washington DC, USA|38.9071923,-77.0368707
1989|M|physics|Wolfgang Paul|10-Aug-13|Lorenzkirch|Germany|Lorenzkirch, Germany|51.3560031,13.243844
1990|M|chemistry|Elias James Corey|12-Jul-28|Methuen MA|USA|Methuen MA, USA|42.7262016,-71.1908924
1990|M|economics|Harry M. Markowitz|24-Aug-27|Chicago IL|USA|Chicago IL, USA|42.7262016,-71.1908924
1990|M|economics|Merton H. Miller|16-May-23|Boston MA|USA|Boston MA, USA|42.7262016,-71.1908924
1990|M|economics|William F. Sharpe|16-Jun-34|Boston MA|USA|Boston MA, USA|42.7262016,-71.1908924
1990|M|literature|Octavio Paz|2014/03/31|Mexico City|Mexico|Mexico City, Mexico|19.4326077,-99.133208
1990|M|medicine|E. Donnall Thomas|2020/03/15|Mart TX|USA|Mart TX, USA|31.5423911,-96.8336015
1990|M|medicine|Joseph E. Murray|1-Apr-19|Milford MA|USA|Milford MA, USA|42.1398577,-71.5163049
1990|M|peace|Mikhail Sergeyevich Gorbachev|1931/03/02|Privolnoye|USSR|Privolnoye, USSR|NOK[ZERO_RESULTS]
1990|M|physics|Henry W. Kendall|9-Dec-26|Boston MA|USA|Boston MA, USA|NOK[ZERO_RESULTS]
1990|M|physics|Jerome I. Friedman|1930/03/28|Chicago IL|USA|Chicago IL, USA|NOK[ZERO_RESULTS]
1990|M|physics|Richard E. Taylor|2-Nov-29|Medicine Hat Alberta|Canada|Medicine Hat Alberta, Canada|50.0405486,-110.6764257
1991|M|chemistry|Richard R. Ernst|14-Aug-33|Winterthur|Switzerland|Winterthur, Switzerland|47.4988196,8.7236889
1991|M|economics|Ronald H. Coase|29-Dec-10|Willesden|United Kingdom|Willesden, United Kingdom|51.548961,-0.239096
1991|F|literature|Nadine Gordimer|20-Nov-23|Springs|South Africa|Springs, South Africa|-26.2607243,28.4630376
1991|M|medicine|Bert Sakmann|12-Jun-42|Stuttgart|Germany|Stuttgart, Germany|-26.2607243,28.4630376
1991|M|medicine|Erwin Neher|1944/03/20|Landsberg|Germany|Landsberg, Germany|48.050783,10.8703515
1991|F|peace|Aung San Suu Kyi|19-Jun-45|Rangoon|Burma|Yangon, Myanmar|16.8660694,96.195132
1991|M|physics|Pierre-Gilles de Gennes|24-Oct-32|Paris|France|Paris, France|16.8660694,96.195132
1992|M|chemistry|Rudolph A. Marcus|21-Jul-23|Montreal|Canada|Montreal, Canada|16.8660694,96.195132
1992|M|economics|Gary S. Becker|2-Dec-30|Pottsville PA|USA|Pottsville PA, USA|40.6856456,-76.195499
1992|M|literature|Derek Walcott|23-Jan-30|Castries|Saint Lucia|Castries, Saint Lucia|40.6856456,-76.195499
1992|M|medicine|Edmond H. Fischer|6-Apr-20|Shanghai|China|Shanghai, China|40.6856456,-76.195499
1992|M|medicine|Edwin G. Krebs|6-Jun-18|Lansing IA|USA|Lansing IA, USA|43.3609053,-91.218768
1992|F|peace|Rigoberta Menchú Tum|9-Jan-59|Aldea Chimel|Guatemala|Aldea Chimel, Guatemala|NOK[ZERO_RESULTS]
1992|M|physics|Georges Charpak|1-Aug-24|Dabrovica|Poland|Dabrovica, Poland|50.4874693,21.6168029
1993|M|chemistry|Kary B. Mullis|28-Dec-44|Lenoir NC|USA|Lenoir NC, USA|35.9140196,-81.5389849
1993|M|chemistry|Michael Smith|26-Apr-32|Blackpool|United Kingdom|Blackpool, United Kingdom|53.8175053,-3.0356748
1993|M|economics|Douglass C. North|5-Nov-20|Cambridge MA|USA|Cambridge MA, USA|53.8175053,-3.0356748
1993|M|economics|Robert W. Fogel|1-Jul-27|New York NY|USA|New York NY, USA|53.8175053,-3.0356748
1993|M|literature|Toni Morrison|18-Feb-31|Lorain OH|USA|Lorain OH, USA|41.452819,-82.1823746
1993|M|medicine|Phillip A. Sharp|6-Jun-44|Falmouth KY|USA|Falmouth KY, USA|38.6767372,-84.3302142
1993|M|medicine|Richard J. Roberts|6-Sep-43|Derby|United Kingdom|Derby, United Kingdom|52.9225301,-1.4746186
1993|M|peace|Frederik Willem de Klerk|1936/03/18|Johannesburg|South Africa|Johannesburg, South Africa|52.9225301,-1.4746186
1993|M|peace|Nelson Mandela|18-Jul-18|Qunu|South Africa|Qunu, South Africa|-31.7881448,28.6235619
1993|M|physics|Joseph H. Taylor Jr.|1941/03/29|Philadelphia PA|USA|Philadelphia PA, USA|-31.7881448,28.6235619
1993|M|physics|Russell A. Hulse|28-Nov-50|New York NY|USA|New York NY, USA|-31.7881448,28.6235619
1994|M|chemistry|George A. Olah|22-May-27|Budapest|Hungary|Budapest, Hungary|-31.7881448,28.6235619
1994|M|economics|John C. Harsanyi|29-May-20|Budapest|Hungary|Budapest, Hungary|-31.7881448,28.6235619
1994|M|economics|John F. Nash Jr.|13-Jun-28|Bluefield WV|USA|Bluefield WV, USA|37.2698395,-81.2223195
1994|M|economics|Reinhard Selten|5-Oct-30|Breslau|Germany|Wroclaw, Poland|37.2698395,-81.2223195
1994|M|literature|Kenzaburo Oe|31-Jan-35|Uchiko|Japan|Uchiko, Japan|33.532902,132.6580066
1994|M|medicine|Alfred G. Gilman|1-Jul-41|New Haven CT|USA|New Haven CT, USA|41.308274,-72.9278835
1994|M|medicine|Martin Rodbell|1-Dec-25|Baltimore MD|USA|Baltimore MD, USA|41.308274,-72.9278835
1994|M|peace|Shimon Peres|16-Aug-23|Vishneva|Poland|Vishneva, Belarus|54.1440921,26.2103909
1994|M|peace|Yasser Arafat|24-Aug-29|Cairo|Egypt|Cairo, Egypt|54.1440921,26.2103909
1994|M|peace|Yitzhak Rabin|2022/03/01|Jerusalem|British Mandate of Palestine|Jerusalem, Israel|31.768319,35.21371
1994|M|physics|Bertram N. Brockhouse|15-Jul-18|Lethbridge Alberta|Canada|Lethbridge Alberta, Canada|49.69349,-112.84184
1994|M|physics|Clifford G. Shull|23-Sep-15|Pittsburgh PA|USA|Pittsburgh PA, USA|49.69349,-112.84184
1995|F|chemistry|F. Sherwood Rowland|28-Jun-27|Delaware OH|USA|Delaware OH, USA|40.2986724,-83.067965
1995|M|chemistry|Mario J. Molina|1943/03/19|Mexico City|Mexico|Mexico City, Mexico|40.2986724,-83.067965
1995|M|chemistry|Paul J. Crutzen|3-Dec-33|Amsterdam|the Netherlands|Amsterdam, the Netherlands|40.2986724,-83.067965
1995|M|economics|Robert E. Lucas Jr.|15-Sep-37|Yakima WA|USA|Yakima WA, USA|46.6020711,-120.5058987
1995|M|literature|Seamus Heaney|13-Apr-39|Casteldŕwson|Northern Ireland|Casteldŕwson, Northern Ireland|NOK[ZERO_RESULTS]
1995|F|medicine|Christiane Nüsslein-Volhard|20-Oct-42|Magdeburg|Germany|Magdeburg, Germany|52.1205333,11.6276237
1995|M|medicine|Edward B. Lewis|20-May-18|Wilkes-Barre PA|USA|Wilkes-Barre PA, USA|41.2459149,-75.8813075
1995|M|medicine|Eric F. Wieschaus|8-Jun-47|South Bend IN|USA|South Bend IN, USA|41.6763545,-86.2519898
1995|M|peace|Joseph Rotblat|4-Nov-08|Warsaw|Russian Empire|Warsaw, Poland|41.6763545,-86.2519898
1995|NA|peace|Pugwash Conferences on Science and World Affairs|1957 in Pugwash||Canada|, Canada|56.130366,-106.346771
1995|M|physics|Frederick Reines|2018/03/16|Paterson NJ|USA|Paterson NJ, USA|40.9167654,-74.171811
1995|M|physics|Martin L. Perl|24-Jun-27|New York NY|USA|New York NY, USA|40.9167654,-74.171811
1996|M|chemistry|Richard E. Smalley|6-Jun-43|Akron OH|USA|Akron OH, USA|41.0814447,-81.5190053
1996|M|chemistry|Robert F. Curl Jr.|23-Aug-33|Alice TX|USA|Alice TX, USA|27.7522487,-98.0697249
1996|M|chemistry|Sir Harold W. Kroto|7-Oct-39|Wisbech|United Kingdom|Wisbech, United Kingdom|52.666317,0.158797
1996|M|economics|James A. Mirrlees|5-Jul-36|Minnigaff|Scotland|Minnigaff, Scotland|54.967523,-4.483444
1996|M|economics|William Vickrey|21-Jun-14|Victoria BC|Canada|Victoria BC, Canada|48.4284207,-123.3656444
1996|F|literature|Wislawa Szymborska|2-Jul-23|Bnin|Poland|Kórnik, Poland|52.2467738,17.0901297
1996|M|medicine|Peter C. Doherty|15-Oct-40|Brisbane|Australia|Brisbane, Australia|-27.4697707,153.0251235
1996|M|medicine|Rolf M. Zinkernagel|6-Jan-44|Basel|Switzerland|Basel, Switzerland|-27.4697707,153.0251235
1996|M|peace|Carlos Filipe Ximenes Belo|3-Feb-48|Wailacama|East Timor|Wailacama, East Timor|NOK[ZERO_RESULTS]
1996|M|peace|José Ramos-Horta|26-Dec-49|Dili|East Timor|Dili, East Timor|-8.5568557,125.5603143
1996|M|physics|David M. Lee|20-Jan-31|Rye NY|USA|Rye NY, USA|40.9806535,-73.6837399
1996|M|physics|Douglas D. Osheroff|1-Aug-45|Aberdeen WA|USA|Aberdeen WA, USA|46.9753708,-123.8157218
1996|M|physics|Robert C. Richardson|26-Jul-37|Washington DC|USA|Washington DC, USA|46.9753708,-123.8157218
1997|M|chemistry|Jens C. Skou|8-Oct-18|Lemvig|Denmark|Lemvig, Denmark|56.5443443,8.3024871
1997|M|chemistry|John E. Walker|7-Jan-41|Halifax|United Kingdom|Halifax, United Kingdom|53.72702,-1.85754
1997|M|chemistry|Paul D. Boyer|31-Jul-18|Provo UT|USA|Provo UT, USA|40.2338438,-111.6585337
1997|M|economics|Myron S. Scholes|1-Jul-41|Timmins ON|Canada|Timmins ON, Canada|48.4758208,-81.3304953
1997|M|economics|Robert C. Merton|31-Jul-49|New York NY|USA|New York NY, USA|48.4758208,-81.3304953
1997|M|literature|Dario Fo|2026/03/24|Leggiuno-Sangiano|Italy|Leggiuno-Sangiano, Italy|45.8747686,8.6207601
1997|M|medicine|Stanley B. Prusiner|28-May-42|Des Moines IA|USA|Des Moines IA, USA|41.6005448,-93.6091064
1997|NA|peace|International Campaign to Ban Landmines (ICBL)||||, |NOK[ZERO_RESULTS]
1997|F|peace|Jody Williams|9-Oct-50|Putney VT|USA|Putney VT, USA|42.975268,-72.5217237
1997|M|physics|Claude Cohen-Tannoudji|1-Apr-33|Constantine|Algeria|Constantine, Algeria|36.360155,6.642433
1997|M|physics|Steven Chu|28-Feb-48|St. Louis MO|USA|St. Louis MO, USA|36.360155,6.642433
