EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20050518X00630;Incident;ANC05IA064;04/28/2005;Anchorage, AK;United States;61.174445;-149.996389;;;Incident;Minor;;N277WA;McDonnell Douglas;MD-11;No;3;Turbo Fan;;NSCH;;WORLD AIRWAYS INC (DBA: World Airways);;;;201;VMC;CRUISE;Probable Cause;06/28/2006
20071218X01953;Incident;ENG05WA009;04/26/2005;Buenos Aires, Argentina;Argentina;;;;;Incident;;;;McDonnell Douglas;MD-11;No;;;;SCHD;;;;;;;;;Foreign;12/18/2007
20050502X00534;Incident;DEN05IA071;04/25/2005;Denver, CO;United States;39.861389;-104.673056;DEN;DENVER INTL;Incident;Minor;Airplane;N789TM;Boeing;737-282;No;2;Turbo Jet;Part 121: Air Carrier;SCHD;;;;;;98;VMC;TAXI;Probable Cause;12/08/2008
20050415X00462;Incident;SEA05FA074;04/12/2005;Roosevelt Roads, PR;United States;18.245000;-65.643333;TJNR;Roosevelt Roads Airport;Incident;;;N1241X;Cessna;208B;No;1;Turbo Prop;;NSCH;;MN Aviation;;;;4;VMC;CRUISE;Probable Cause;05/30/2006
20071218X01954;Incident;ENG05WA008;04/12/2005;Yellowknife NWT, Canada;Canada;;;;;Incident;;;;Lockheed;L382G (C-130);No;;;;;Aerial Application;;;;;;VMC;;Foreign;12/18/2007
20060104X00002;Incident;WAS05WA009;03/29/2005;Milan, Italy;Italy;;;;;Incident;Minor;;;Raytheon Corporate Jets;HS 800XP;No;;;;NSCH;;;;;;10;VMC;;Foreign;01/04/2006
20050801X01134;Incident;DFW05WA197;03/19/2005;Aguas de Dios, Colombia;Colombia;;;;;Incident;;;;Bell;412;No;;;;;Unknown;;;;;7;VMC;;Foreign;08/01/2005
20050325X00363;Incident;DCA05WA046;03/18/2005;Launceston, Australia;Australia;;;;;Incident;;;;Boeing;717-200;No;;;;SCHD;;;;;;;;;Foreign;03/25/2005
20050318X00331;Incident;DCA05WA043;03/14/2005;Buenos Aires, Argentina;Argentina;;;;;Incident;;;N656UA;Boeing;B767;No;;;;SCHD;;;;;5;173;;;Foreign;03/18/2005
20050513X00606;Incident;MIA05IA087;03/10/2005;Jacksonville, FL;United States;30.336389;-81.514444;KCRG;Craig Municipal;Incident;Minor;;N8160C;Cirrus Design Corp.;SR20;No;1;Reciprocating;;;Personal;;;;;2;VMC;LANDING;Probable Cause;09/13/2005
20050318X00333;Incident;ANC05IA048;03/09/2005;Nome, AK;United States;64.512222;-165.445277;PAOM;Nome;Incident;Minor;;N6591R;Reims Aviation;F406;No;2;Turbo Prop;;;Positioning;;;;;1;VMC;APPROACH;Probable Cause;04/25/2006
20050311X00303;Incident;NYC05IA055;03/08/2005;Teterboro, NJ;United States;40.850000;-74.060833;TEB;Teterboro Airport;Incident;Minor;;N703TS;British Aerospace;BAE-125-700A;No;2;Turbo Fan;;;Personal;;;;;4;VMC;LANDING;Probable Cause;03/28/2006
20050307X00273;Incident;DCA05WA040;02/20/2005;Manchester, United Kingdom;United Kingdom;;;;;Incident;;;;Boeing;747-400;No;;;;SCHD;;;;;;370;;;Foreign;03/07/2005
20050224X00232;Incident;NYC05IA052;02/11/2005;Hyannis, MA;United States;41.670834;-70.280278;ACK;Nantucket;Incident;Minor;;N403BK;Cessna;402C;No;2;Reciprocating;;;Positioning;;;;;1;VMC;UNKNOWN;Probable Cause;08/29/2006
20050323X00353;Incident;IAD05WA036;02/02/2005;Makassar, Indonesia;Indonesia;-5.066667;119.216667;;;Incident;Minor;;;McDonnell Douglas;MD-82;No;;;;SCHD;;;;;;153;IMC;;Foreign;03/23/2005
20050209X00169;Incident;SEA05IA040;01/30/2005;Seattle, WA;United States;47.448889;-122.309444;KSEA;Seattle-Tacoma Int.;Incident;;;N350SW;Boeing;737-3H4;No;2;Turbo Fan;;SCHD;;;;;;46;VMC;APPROACH;Probable Cause;07/07/2005
20050215X00186;Incident;DCA05WA028;01/24/2005;Dusseldorf, Germany;Germany;;;;;Incident;Minor;Airplane;N808MC;BOEING;B-747-200;;;;Part 121: Air Carrier;NSCH;;;;;;3;IMC;;Foreign;02/15/2005
20050215X00187;Incident;DCA05WA032;01/19/2005;Nice, France;France;;;;;Incident;Minor;;N174DN;Boeing;B-767-332;No;;;;SCHD;;;;;;;;;Foreign;02/15/2005
20050124X00098;Incident;DEN05IA049;01/06/2005;Englewood, CO;United States;;;APA;Centennial Airport;Incident;;;N111FA;Gulfstream American;G-1159A;No;2;Turbo Jet;;NSCH;;;;;;5;VMC;LANDING;Probable Cause;07/07/2005
20050726X01101;Incident;ANC05WA023;01/04/2005;Kyiv, Ukraine;Ukraine;50.401944;30.451111;;;Incident;Minor;;N187AP;Canadair;CL-600;No;;;;NSCH;;;;;;2;VMC;;Foreign;07/26/2005
20050118X00060;Incident;DEN05IA046;01/03/2005;Denver, CO;United States;;;DEN;Denver Internationl;Incident;Minor;;N202UX;Beech;1900D;No;2;Turbo Prop;;SCHD;;;;;1;15;VMC;STANDING;Probable Cause;06/08/2005
20050103X00001;Incident;DFW05IA048;12/29/2004;Natchitoches, LA;United States;31.735555;-93.098889;;;Incident;Minor;;N920GL;Beech;A36;No;1;Reciprocating;;;Personal;;;;;4;VMC;CRUISE;Probable Cause;06/28/2006
20050106X00021;Incident;ANC05IA020;12/29/2004;Anchorage, AK;United States;61.174445;-149.996389;PANC;Ted Stevens International Airp;Incident;Minor;;N858FT;Boeing;747-123;No;4;Turbo Fan;;NSCH;;;;;;3;VMC;TAKEOFF;Probable Cause;12/20/2005
20060316X00314;Incident;DCA05WA022;12/14/2004;Incheon, Korea, Republic Of;Korea, Republic Of;;;;;Incident;Minor;;;Boeing;747-200;No;;;;SCHD;;;;;;3;;;Foreign;03/16/2006
20050112X00044;Incident;DCA05WA020;12/12/2004;London, United Kingdom;United Kingdom;;;;;Incident;;;N523MC;Boeing;747;No;;;;NSCH;;;;;;3;;;Foreign;01/12/2005
20041213X01972;Incident;ANC05IA016;12/05/2004;Anchorage, AK;United States;61.174445;-149.996389;;;Incident;Minor;;JA8158;Boeing;747SR-146B SF;No;4;Turbo Fan;;NSCH;;;;;;3;VMC;CRUISE;Probable Cause;02/28/2006
20041220X02010;Incident;NYC05IA029;12/04/2004;Cross Keys, NJ;United States;39.705556;-75.033056;17N;Cross Keys Airport;Incident;Minor;;N7391U;Fairchild-Heliporter;Pilatus PC6/B2-H2;No;1;Turbo Prop;;;Other Work Use;;;;;9;VMC;CLIMB;Probable Cause;10/27/2005
20041122X01849;Incident;DEN05IA027;11/21/2004;Denver, CO;United States;39.827500;-104.660556;DEN;Denver International Airport;Incident;Minor;;N234AA;McDonnell Douglas;DC-9-82;No;2;Turbo Fan;;SCHD;;American Airlines, Incorporated (DBA: American Airlines);;;;106;IMC;APPROACH;Probable Cause;07/07/2005
20041123X01858;Incident;ATL05IA025;11/16/2004;Peachtree City, GA;United States;33.356944;-84.571945;KFFC;Peachtree City - Falcon Field;Incident;Minor;;N723CD;Cirrus Design Corp.;SR22;No;1;Reciprocating;;;Business;;;;;3;VMC;TAKEOFF;Probable Cause;10/27/2005
20041122X01848;Incident;DEN05IA025B;11/12/2004;Fort Collins, CO;United States;;;FNL;Fort Collins-Loveland Municipa;Incident;Minor;;N5531P;Cessna;152;No;1;Reciprocating;;;Instructional;;;;;2;VMC;TAKEOFF;Probable Cause;06/08/2005
20041122X01848;Incident;DEN05IA025A;11/12/2004;Fort Collins, CO;United States;;;FNL;Fort Collins-Loveland Municipa;Incident;;;N1518;Blair-American;USA;Yes;1;Reciprocating;;;Personal;;;;;2;VMC;LANDING;Probable Cause;06/08/2005
20041209X01957;Incident;DCA05WA008B;11/07/2004;Manchester, United Kingdom;United Kingdom;;;;;Incident;Minor;;;Boeing;B737-300;No;;;;SCHD;;;;;;;;;Foreign;12/09/2004
20041209X01957;Incident;DCA05WA008A;11/07/2004;Manchester, United Kingdom;United Kingdom;;;;;Incident;Minor;;;Boeing;B767-200;No;;;;SCHD;;;;;;;;;Foreign;12/09/2004
20041209X01956;Incident;DCA05WA007;11/04/2004;Paris, France;France;;;;;Incident;Minor;;;Boeing;B747-300;No;;;;SCHD;;;;;;;;;Foreign;12/09/2004
20041102X01734;Incident;DCA05WA001;10/19/2004;;Argentina;;;;;Incident;;;;Boeing;757;No;;;;NSCH;;;;;;12;;;Foreign;11/02/2004
20080506X00601;Incident;ENG05RA001;10/18/2004;Saint-Denis, Reunion;Reunion;;;;;Incident;Minor;;;Boeing;777;;;;;SCHD;;;;;;;;;Foreign;05/06/2008
20041123X01862;Incident;IAD05IA004;10/14/2004;Auburn, ME;United States;44.048333;-70.283333;LEW;Auburn/Lewiston Muni Airport;Incident;;;C-GGAX;Raven Industries;S-60A;No;0;Unknown;;;Other Work Use;;;;1;3;VMC;DESCENT;Probable Cause;04/28/2005
20050112X00040;Incident;DCA05WA014;10/11/2004;Perth, Australia;Australia;;;;;Incident;Minor;;;Boeing;737-800;No;;;;SCHD;;;;;;;;;Foreign;01/12/2005
20041020X01664;Incident;ANC05IA002;10/08/2004;Anchorage, AK;United States;61.174445;-149.996389;ANC;Ted Stevens Anchorage Int'l;Incident;Minor;;N275WA;Boeing;MD-11F;No;3;Turbo Jet;;;;;;;;2;VMC;TAKEOFF;Probable Cause;04/25/2006
20040930X01537;Incident;ANC04IA115;09/26/2004;Anchorage, AK;United States;61.179445;-149.983333;PANC;Ted Stevens Anchorage Intl.;Incident;;;N16894;McDonnell Douglas;MD-82;No;2;Turbo Fan;;;Public Aircraft - Federal;;;;;131;VMC;TAKEOFF;Probable Cause;12/20/2005
20040921X01471;Incident;CHI04IA260;09/16/2004;Chicago, IL;United States;41.978611;-87.904722;ORD;Chicago O'Hare Intl;Incident;Minor;;N253AA;McDonnell Douglas;DC-9-82;No;2;Turbo Fan;;SCHD;;;;;;112;VMC;CLIMB;Probable Cause;09/13/2005
20060322X00325;Incident;DCA04WA081;09/01/2004;Glasgow, United Kingdom;United Kingdom;;;;;Incident;Minor;;;Boeing;737-300;No;;;;SCHD;;;;;;2;;;Foreign;03/22/2006
20040929X01532;Incident;LAX04IA311;08/30/2004;Pacoima, CA;United States;34.259722;-118.413611;WHP;Whiteman;Incident;Minor;;N160LA;Sikorsky;S-70A;No;2;Turbo Shaft;;;Public Aircraft;;;;;3;VMC;CRUISE;Probable Cause;06/28/2006
20040930X01552;Incident;SEA04IA175;08/27/2004;Richmond, BC, Canada;Canada;47.444444;-122.331111;;;Incident;Minor;;N526UA;Boeing;757-200;No;2;Turbo Fan;;SCHD;;;;;;130;VMC;TAKEOFF;Probable Cause;12/28/2004
20040908X01361;Incident;DCA04WA077;08/24/2004;Taipei, Taiwan;Taiwan;;;;;Incident;Minor;;;McDonnell Douglas;MD-82;No;;;;SCHD;;;;;;100;VMC;;Foreign;09/08/2004
20040830X01308;Incident;DCA04WA071;08/20/2004;Koln-Bonn, Germany;Germany;;;;;Incident;;;;McDonnell Douglas;MD-83;No;;;;SCHD;;;;;;174;;;Foreign;08/30/2004
20040830X01323;Incident;LAX04IA302;08/19/2004;Los Angeles, CA;United States;33.942500;-118.408056;LAX;Los Angeles, CA;Incident;;;N461WN;Boeing;737-7H4;No;2;Turbo Fan;;SCHD;;;;;;142;VMC;STANDING;Probable Cause;01/31/2006
20040831X01332;Incident;FTW04IA217;08/19/2004;South Pass 65, GM;United States;29.099444;-88.869723;;;Incident;Minor;;N22347;Bell;412;No;2;Turbo Shaft;;NSCH;;;;;;9;VMC;CRUISE;Probable Cause;03/30/2005
20040831X01326;Incident;DEN04IA126;08/18/2004;Jackson, WY;United States;43.612222;-110.740833;JAC;Jackson Hole Airport;Incident;Minor;;N961QS;Cessna;750;No;2;Turbo Fan;;NSCH;;;;;;4;VMC;LANDING;Probable Cause;09/13/2005
20041015X01640;Incident;DCA04IA066;08/11/2004;Houston, TX;United States;;;IAH;HOUSTON INTERCONTINENTAL;Incident;Minor;;G-VIID;Boeing;B-777;No;2;Turbo Fan;;SCHD;;British Airways;;;;129;VMC;TAKEOFF;Probable Cause;11/29/2006
20040830X01310;Incident;DCA04WA073;08/10/2004;Melbourne, Australia;Australia;;;;;Incident;;;;Boeing;717-200;No;;;;SCHD;;;;;;;;;Foreign;08/30/2004
20040816X01227;Incident;DEN04IA124;08/07/2004;Denver, CO;United States;39.851111;-104.667223;DEN;Denver International Airport;Incident;Minor;;N929UA;Boeing;737-500;No;2;Turbo Fan;;SCHD;;;;;;113;VMC;TAKEOFF;Probable Cause;01/24/2005
20071218X01949;Incident;ENG04RA024;07/29/2004;Osaka, Japan;Japan;;;;;Incident;;;N645NW;Boeing;747-200F;No;;;;SCHD;;;;;;;;;Foreign;12/18/2007
20040830X01309;Incident;DCA04WA072;07/26/2004;Mackay, Australia;Australia;;;;;Incident;;;;Boeing;717-200;No;;;;SCHD;;;;;;;;;Foreign;08/30/2004
20040729X01102;Incident;IAD04IA032;07/16/2004;Fryeburg, ME;United States;44.016389;-70.980556;IZG;Eastern Slopes Reg. Airport;Incident;Minor;Airplane;N4674L;Aviat;A-1A;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;1;VMC;CRUISE;Probable Cause;02/05/2013
20040719X01004;Incident;ATL04IA156;07/13/2004;Atlanta, GA;United States;35.556111;-84.563056;KATL;Hartsfield-Jackson Atlanta Int;Incident;Minor;;N951LF;Airbus Industrie;A320-233;No;2;Turbo Fan;;SCHD;;Ryan International Airlines, Inc. (DBA: AirTran Airways);;;;110;VMC;TAKEOFF;Probable Cause;09/13/2005
20040727X01071;Incident;ANC04IA078;07/13/2004;Aniak, AK;United States;61.583333;-159.500000;;;Incident;Minor;;N1453V;Cessna;172M;No;1;Reciprocating;;NSCH;;INLAND AVIATION SERV;;;;2;VMC;CRUISE;Probable Cause;07/07/2005
20040804X01143;Incident;ENG04IA021;07/12/2004;Sarasota, FL;United States;;;;;Incident;;Airplane;N455CW;Raytheon Corporate Jets;Beechjet 400A;No;2;Turbo Fan;Part 135: Air Taxi & Commuter;;;Flight Options (DBA: Flight Options);;;;9;IMC;DESCENT;Probable Cause;05/21/2013
20040715X00985;Incident;CHI04IA178;07/06/2004;Milwaukee, WI;United States;42.947222;-87.896666;MKE;GENERAL MITCHELL INTERNATIONAL;Incident;Minor;;N87SK;Beech;1900D;No;2;Turbo Prop;;SCHD;;;;;;19;VMC;LANDING;Probable Cause;06/08/2005
20040714X00969;Incident;NYC04IA152B;06/30/2004;Manchester, NH;United States;42.932500;-71.435555;MHT;Manchester;Incident;Minor;;N668BR;Canadair;CL-600-2B19;No;2;Turbo Fan;;SCHD;;Atlantic Coast Airlines Inc. (DBA: United Express);;;;141;VMC;STANDING;Probable Cause;06/08/2005
20040714X00969;Incident;NYC04IA152A;06/30/2004;Manchester, NH;United States;42.932500;-71.435555;MHT;Manchester;Incident;Minor;;N348NB;Airbus Industrie;A319-114;No;2;Turbo Fan;;SCHD;;;;;;141;VMC;TAXI;Probable Cause;06/08/2005
20040721X01015;Incident;ATL04IA132;06/30/2004;LaGrange, GA;United States;33.530556;-85.072500;LGC;CALLAWAY;Incident;;;N718JP;Pilatus;PC-12-45;No;1;Turbo Prop;;;Instructional;;;;;4;VMC;LANDING;Probable Cause;01/24/2005
20040714X00967;Incident;FTW04IA160;06/11/2004;Dallas, TX;United States;32.891389;-97.036111;DFW;Dallas/Ft. Worth International;Incident;Minor;;N843RP;Embraer;EMB-135LR;No;2;Turbo Fan;;SCHD;;;;;1;40;VMC;LANDING;Probable Cause;07/07/2005
20050524X00657;Incident;DCA04IA052;06/07/2004;Washington, DC;United States;;;;;Incident;;;G-VFLY;Airbus Industrie;A340-311;No;;;;SCHD;;VIRGIN ATLANTIC AIRWAYS LTD;;;;218;VMC;STANDING;Probable Cause;11/30/2007
20040603X00726;Incident;ANC04IA058;05/31/2004;Anchorage, AK;United States;61.174445;-149.996389;PANC;Anchorage International;Incident;;;N550NW;Boeing;757-251;No;2;Turbo Fan;;SCHD;;;;;1;187;VMC;STANDING;Probable Cause;04/28/2005
20040525X00664;Incident;FTW04IA134;05/19/2004;Kress, TX;United States;34.395833;-101.766945;29F;Vaughn Airport;Incident;Minor;;N6943Q;Beech;A23A;No;1;Reciprocating;;;Instructional;;;;;2;VMC;CRUISE;Probable Cause;02/24/2005
20071218X01950;Incident;ENG04RA027;05/19/2004;Sandefjord, Norway;Norway;;;;;Incident;Minor;;;de Havilland;DHC-8-4002;No;;;;SCHD;;;;;;;;;Foreign;12/18/2007
20040525X00666;Incident;DCA04WA047;05/19/2004;Iquitos, Peru;Peru;;;;;Incident;;;;Boeing;737;No;;;;SCHD;;;;;;;;;Foreign;05/25/2004
20040525X00662;Incident;ATL04IA119;05/18/2004;Millington, TN;United States;35.267778;-89.918056;NQA;MEMPHIS NAS;Incident;Minor;;N500KA;Beech;200;No;2;Turbo Prop;;;Other Work Use;;;;;2;VMC;CRUISE;Probable Cause;10/27/2005
20040520X00619;Incident;FTW04IA128;05/15/2004;Houston, TX;United States;29.640555;-95.273889;HOU;William P. Hobby;Incident;Minor;;N57NR;Lockheed;1329-23E;No;4;Turbo Fan;;;Business;;;;;4;VMC;APPROACH;Probable Cause;10/28/2004
20040611X00786;Incident;FTW04IA147;05/11/2004;SMI-28, GM;United States;28.886944;-92.142222;;;Incident;;;N83MT;Bell;206L-1;No;1;Turbo Shaft;;NSCH;;;1;;;1;VMC;STANDING;Probable Cause;07/07/2005
20040624X00864;Incident;ATL04IA138;05/11/2004;Chamblee, GA;United States;33.875556;-84.301944;KPDK;Peachtree DeKalb Airport;Incident;;;N6562V;Cessna;172RG;No;1;Reciprocating;;;Instructional;;;;;2;VMC;CRUISE;Probable Cause;04/28/2005
20040527X00681;Incident;MIA04IA088;05/10/2004;Daytona Beach, FL;United States;29.078056;-81.044444;;;Incident;;;N3670S;Beech;A36;No;1;Reciprocating;;;Flight Test;;;;;2;VMC;CLIMB;Probable Cause;06/08/2005
20040527X00677;Incident;NYC04IA116;05/03/2004;Allentown, PA;United States;40.652222;-75.440277;ABE;Lehigh Valley International;Incident;;;N441JS;Dornier;DO-328-100;No;2;Turbo Prop;;SCHD;;PSA AIRLINES INC;;;;30;VMC;TAKEOFF;Probable Cause;07/07/2005
20050415X00463;Incident;ATL04IA098;04/27/2004;Tunica, MS;United States;35.042222;-89.976667;;;Incident;Minor;;N738FX;Cessna;208B;No;;;;;Instructional;;;;;2;VMC;OTHER;Probable Cause;07/07/2005
20040601X00710;Incident;ANC04IA046;04/20/2004;Kalaupapa, HI;United States;;;;;Incident;;;N302PW;Cessna;208;No;1;Turbo Prop;;SCHD;;Pacific Wings;;;1;4;VMC;CRUISE;Probable Cause;01/24/2005
20040419X00477;Incident;DEN04IA063;04/17/2004;Colorado Spring, CO;United States;38.805833;-104.700278;COS;Colorado Springs Municipal;Incident;Minor;;N17231;Canadair;CL-600-2B19;No;2;Turbo Fan;;SCHD;;Mesa Airlines, Inc. (DBA: America West Express);;;;53;VMC;TAXI;Probable Cause;09/01/2004
20040413X00454;Incident;DEN04IA060;04/11/2004;Denver, CO;United States;39.858611;-104.666945;DEN;Denver International Airport;Incident;;;N609QX;Canadair;CL-600-2C10;No;2;Turbo Jet;;SCHD;;Horizon Air (DBA: Horizon Air);;;;60;VMC;APPROACH;Probable Cause;12/03/2004
20040413X00453;Incident;DEN04IA059;04/09/2004;Denver, CO;United States;39.858611;-104.666945;;;Incident;;Airplane;N210GL;Beech;1900D;No;2;Turbo Prop;Part 91: General Aviation;;Positioning;;;;;2;IMC;CRUISE;Probable Cause;04/25/2014
20040421X00486;Incident;MIA04WA066;03/20/2004;Marsh Harbour, Bahamas;Bahamas;26.511389;-77.083333;;;Incident;Minor;;N347AB;Cessna;402C;No;;;;NSCH;;;;;;8;VMC;;Foreign;04/21/2004
20040408X00427;Incident;FTW04IA104;03/18/2004;Midland, TX;United States;31.942500;-102.201667;MAF;MIDLAND INTERNATIONAL;Incident;Minor;;N414FB;Cessna;414;No;2;Reciprocating;;;Personal;;;;;1;VMC;TAKEOFF;Probable Cause;07/29/2004
20100616X61340;Incident;ENG04RA014;03/12/2004;Roeros, Norway;Norway;;;;;Incident;;Airplane;;DASSAULT;FANJET FALCON;;2;;Armed Forces;NSCH;;;;;;10;;;Foreign;05/12/2011
20040315X00323;Incident;MIA04IA056;03/11/2004;Fort Lauderdale, FL;United States;26.072500;-80.152500;FLL;Fort Lauderdale/Hollywood;Incident;Minor;;N682FE;Airbus Industrie;A300F4-605R;No;2;Turbo Fan;;SCHD;;FEDERAL EXPRESS CORP;;;;2;VMC;LANDING;Probable Cause;12/20/2005
20040310X00315;Incident;DEN04IA050B;03/05/2004;Denver, CO;United States;39.858611;-104.666945;DEN;DENVER INTL;Incident;Minor;;N482UA;Airbus Industrie;A320-232;No;2;Turbo Jet;;SCHD;;;;;;209;VMC;STANDING;Probable Cause;10/28/2004
20040310X00315;Incident;DEN04IA050A;03/05/2004;Denver, CO;United States;39.858611;-104.666945;DEN;DENVER INTL;Incident;Minor;;N467UA;Airbus Industrie;A320-232;No;2;Turbo Jet;;SCHD;;;;;;209;VMC;TAXI;Probable Cause;10/28/2004
20040323X00357;Incident;ATL04IA085;03/05/2004;Atlanta, GA;United States;33.640277;-84.085277;ATL;THE WILLIAM B HARTSFIELD ATLAN;Incident;;;N978AT;Boeing;717-200;No;2;Turbo Fan;;SCHD;;AIRTRAN AIRWAYS INC;;;;118;VMC;TAKEOFF;Probable Cause;03/30/2005
20040311X00316;Incident;SEA04IA045;02/24/2004;Seattle, WA;United States;47.448889;-122.309444;KSEA;Seattle-Tacoma Inyternational;Incident;;;N368SW;Boeing;737-300;No;;Turbo Fan;;SCHD;;;;;;94;VMC;APPROACH;Probable Cause;06/08/2005
20040301X00248;Incident;LAX04IA135;02/19/2004;Madera, CA;United States;36.988611;-120.112778;MAE;Madera Municipal;Incident;Minor;Helicopter;N601MT;Bell;407;No;1;Turbo Shaft;Part 91: General Aviation;;Instructional;;;;;2;VMC;MANEUVERING;Probable Cause;02/02/2009
20040224X00233;Incident;LAX04IA133;02/19/2004;Las Vegas, NV;United States;36.080278;-115.152222;LAS;McCarran International Airport;Incident;Minor;;N358NT;Eurocopter;AS 350B;No;1;Turbo Shaft;;NSCH;;HELI USA INC;;;;6;VMC;CRUISE;Probable Cause;01/31/2006
20040601X00704;Incident;FTW04IA078;02/19/2004;Oklahoma City, OK;United States;35.393055;-97.600556;OKC;Will Rogers World Airport;Incident;Minor;;N21;Beech;C90;No;2;Turbo Prop;;;Instructional;;;;;2;VMC;TAKEOFF;Probable Cause;09/01/2004
20040317X00330;Incident;ANC04IA025;02/19/2004;Miami, FL;United States;25.783333;-80.283333;MIA;MIAMI INTL;Incident;;;PH-MCL;Boeing;767-300 ER;No;2;Turbo Fan;;SCHD;;;;;;290;VMC;LANDING;Probable Cause;04/28/2005
20040209X00173;Incident;ATL04IA073;02/03/2004;Auburn, AL;United States;32.616667;-85.433333;AUO;Auburn - Opelika;Incident;;;N125AR;Cessna;208B;No;1;Turbo Prop;;;Positioning;;;;;2;VMC;CRUISE;Probable Cause;06/08/2005
20040129X00129;Incident;FTW04WA066;01/26/2004;Mexico City, Mexico;Mexico;;;;;Incident;Minor;Airplane;;McDonnell Douglas;MD-11;No;;;Non-U.S., Commercial;SCHD;;;;;;193;VMC;;Foreign;
20040528X00689;Incident;DCA04WA020;01/24/2004;Copenhagen, Denmark;Denmark;;;;;Incident;Minor;;;Boeing;757-236;No;;;;;Positioning;;;;;;;;Foreign;05/28/2004
20040128X00118;Incident;SEA04IA035;01/19/2004;Seattle, WA;United States;47.448333;-122.310000;KSEA;Seattle-Tacoma Int.;Incident;;;C-GTAQ;de Havilland;DHC-8;No;2;Turbo Prop;;SCHD;;Air Canada Jazz (DBA: Canada Jazz);;;;35;VMC;LANDING;Probable Cause;04/28/2005
20040528X00692;Incident;DCA04IA018;01/19/2004;Bangor, MA;United States;;;;;Incident;Minor;;N734EK;Embraer;135;No;;;;SCHD;;SIMMONS AIRLINES INC;;;;40;VMC;TAKEOFF;Probable Cause;11/30/2007
20040121X00083;Incident;CHI04IA056;01/17/2004;Rapid City, SD;United States;44.045277;-103.057222;RAP;Rapid City Regional Airport;Incident;Minor;;N595SW;Bombardier;CL-600-2B19;No;2;Turbo Fan;;SCHD;;SKYWEST AIRLINES INC (DBA: Skywest Airlines);;;;35;IMC;LANDING;Probable Cause;02/02/2007
20040127X00114;Incident;ATL04IA067;12/26/2003;Birminghham, AL;United States;33.557778;-86.751944;BHM;BIRMINGHAM;Incident;;;N124DC;Sabreliner Corp.;NA-265-60;No;2;Turbo Jet;;;Personal;;;;;2;VMC;LANDING;Probable Cause;03/30/2005
20040108X00033;Incident;NYC04IA054;12/16/2003;Teterboro, NJ;United States;40.850000;-74.056389;TEB;Teterboro Airport;Incident;Minor;;N95EB;Canadair;CL-600;No;2;Turbo Fan;;;Business;;;;;2;VMC;TAKEOFF;Probable Cause;12/03/2004
20031224X02091;Incident;ATL04IA054;12/15/2003;St. Thomas, VI;United States;18.337222;-64.973334;KSTT;Cyril E King, St. Thomas, VI;Incident;Minor;;N5345S;New Piper Aircraft, Inc.;PA-46-350P;No;1;Reciprocating;;;Personal;;;;;3;VMC;LANDING;Probable Cause;09/29/2004
20040202X00144;Incident;DCA04WA013;12/07/2003;Goteberg, Sweden;Sweden;;;;;Incident;;;;Boeing;737-800;;;;;SCHD;;;;;;;;;Foreign;02/02/2004
20040224X00231;Incident;FTW04IA077;12/03/2003;Galliano, LA;United States;29.444722;-90.261111;L49;South Lafourche;Incident;;;N5017H;Bell;BH-212;No;2;Turbo Shaft;;NSCH;;Evergreen Helicopters International, Inc. (DBA: Evergreen Helicopters International, Inc.);;;;11;VMC;CRUISE;Probable Cause;06/30/2004
20071218X01947;Incident;ENG04RA005;11/29/2003;Birmingham, United Kingdom;United Kingdom;;;;;Incident;;;;Airbus Industrie;A320-322;No;;;;SCHD;;;;;;;;;Foreign;12/18/2007
20031203X01984;Incident;DEN04IA026;11/29/2003;Denver, CO;United States;39.858333;-104.666945;DEN;Denver International;Incident;;;N303FL;Boeing;737-3M8;No;2;Turbo Fan;;SCHD;;Frontier Airlines Inc;;;;135;VMC;APPROACH;Probable Cause;06/02/2004
20040114X00060;Incident;FTW04IA043;11/25/2003;VENICE, LA;United States;29.993333;-90.081667;;None;Incident;Minor;;N125TA;Bell;206B;No;1;Turbo Shaft;;;Positioning;;;;;1;VMC;CRUISE;Probable Cause;03/30/2004
20031217X02055;Incident;ATL04IA048;11/25/2003;Savannah, GA;United States;33.119167;-81.211667;SAV;SAVANNAH INTERNATIONAL;Incident;Minor;;N632QS;Cessna;560XL;No;2;Turbo Jet;;NSCH;;Net Jets (DBA: NETJETS SALES INC);;;;4;VMC;LANDING;Probable Cause;06/08/2005
20031205X01998;Incident;NYC04IA037;11/18/2003;Windsor Locks, CT;United States;41.938889;-72.683056;BDL;Bradley International Airport;Incident;Minor;;N14CG;Dassault-Breguet;Falcon 50;No;2;Turbo Fan;;;Instructional;;;;;5;VMC;TAKEOFF;Probable Cause;01/24/2005
20040224X00226;Incident;FTW04IA023;11/16/2003;Eugene Is. 27, GM;United States;29.355556;-91.778056;;;Incident;Minor;;N405PH;Bell;407;No;1;Turbo Shaft;;NSCH;;;;;;3;VMC;TAKEOFF;Probable Cause;09/13/2005
